Proyecto,Desarrollador,Último Trimestre,Absorción por Proyecto,Meses de Inventario,Meses en el Mercado,Unidades Totales,Unidades Inventario,Precio Promedio Inv.,$M2 Promedio Inv,M2 Promedio Inv,Unnamed: 11,ID,Stock Inicial,Inventario,Ventas ,Ticket ($M),$xm2 ($k),Superficie,Absorción,Meses Mercado,Meses de Inv.,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
Wen Living,Awen Developers,2025 - Q3,0.5555555555555556,14.399999999999999,41.0,33.0,8.0,20007618.75,101299.26965723255,197.51,,Weli,33.0,8.0,25.0,20.00761875,101.29926965723256,197.51,0.5555555555555556,41.0,14.399999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Nima,Central de Arquitectura,2025 - Q3,0.4444444444444444,83.25,38.0,93.0,37.0,10149575.675676,78067.8161301882,130.00972972972968,,Nima,93.0,37.0,56.0,10.149575675676,78.0678161301882,130.00972972972968,0.4444444444444444,38.0,83.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Nima,Fortem Capital,2025 - Q3,0.4444444444444444,4.5,58.0,47.0,2.0,12114600.0,100883.54082524877,120.08500000000001,,Puma,47.0,2.0,45.0,12.1146,100.88354082524877,120.08500000000001,0.4444444444444444,58.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora,Grupo Habitat,2025 - Q3,0.2222222222222222,9.0,45.0,66.0,2.0,20221481.7,64574.42663260418,313.15,,Cora,66.0,2.0,64.0,20.2214817,64.57442663260419,313.15,0.2222222222222222,45.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora Sur,Grupo Habitat,2025 - Q3,0.2222222222222222,63.0,16.0,26.0,14.0,10337928.814286,74682.91247407245,138.42428571428573,,Cosu,26.0,14.0,12.0,10.337928814285998,74.68291247407245,138.42428571428573,0.2222222222222222,16.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Enclave Fase 1,Otro,2025 - Q3,0.2222222222222222,27.0,46.0,20.0,6.0,90127500.0,144899.51768488745,622.0,,Nort,20.0,6.0,14.0,90.1275,144.89951768488746,622.0,0.2222222222222222,46.0,27.0,,,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346,0.5933223864258346
Colorado Hills Fase II,Si Soluciones Inmobiliarias,2025 - Q3,0.1111111111111111,81.0,36.0,20.0,9.0,8843373.3333333,67491.78298254812,131.0288888888889,,Hils,20.0,9.0,11.0,8.8433733333333,67.49178298254812,131.0288888888889,0.1111111111111111,36.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Reserva,Tempo Development,2025 - Q3,0.1111111111111111,45.0,20.0,16.0,5.0,45823200.0,142308.07453416148,322.0,,Rese,16.0,5.0,11.0,45.8232,142.30807453416148,322.0,0.1111111111111111,20.0,45.0,,ID,Duna,Cany,Rena,Ceni,Nola,Hide,Alan,Walk,Mare,Mura,Weli,Nima,Puma,Cora,Cosu,Nort,Hils,Rese,Lana,OneM,Para,Tuga,Vera,Avit,Colo,Vale,Emma,Suse,Vita
Larena F.1,Otro,2025 - Q3,0.1111111111111111,207.0,17.0,30.0,23.0,31062260.869565,112888.17397652191,275.15956521739133,,Lana,30.0,23.0,7.0,31.062260869564998,112.88817397652191,275.15956521739133,0.1111111111111111,17.0,207.0,,Stock Inicial,65,45,40,59,16,85,47,35,50,28,33,93,47,66,26,20,20,16,30,42,14,45,22,16,35,12,16,22,48
One Marina Place,Baja Capstone,2025 - Q3,0.1111111111111111,351.0,28.0,42.0,39.0,12235381.407692,85715.80292796623,142.74358974358975,,OneM,42.0,39.0,3.0,12.235381407692,85.71580292796622,142.74358974358975,0.1111111111111111,28.0,351.0,,Inventario,42,22,23,26,6,75,40,5,14,24,8,37,2,2,14,6,9,5,23,39,13,23,3,16,1,10,3,14,48
Paramo,Otro,2025 - Q3,0.1111111111111111,117.0,12.0,14.0,13.0,7681776.9230769,61609.661299278,124.68461538461537,,Para,14.0,13.0,1.0,7.6817769230768995,61.609661299278,124.68461538461537,0.1111111111111111,12.0,117.0,,Ventas ,23,23,17,33,10,10,7,30,36,4,25,56,45,64,12,14,11,11,7,3,1,22,19,0,34,2,13,8,0
Tortuga Bay,Otro,2025 - Q3,0.1111111111111111,207.0,37.0,45.0,23.0,24072456.521739,127162.72393201583,189.30434782608697,,Tuga,45.0,23.0,22.0,24.072456521739,127.16272393201582,189.30434782608697,0.1111111111111111,37.0,207.0,,Ticket ($M),21.153086187571,16.17143304587809,8.811007617391299,16.223427,12.7765964,7.237248376000026,6.6922400025,9.54528,12.282290742857,27.296864583333,20.00761875,10.149575675676,12.1146,20.2214817,10.337928814285998,90.1275,8.8433733333333,45.8232,31.062260869564998,12.235381407692,7.6817769230768995,24.072456521739,77.775,10.8580190625,5.668425,57.03195,68.747,6.7757736857143,7.297544375
Verandas,Otro,2025 - Q3,0.1111111111111111,27.0,113.0,22.0,3.0,77775000.0,217613.3184107443,357.3999999999999,,Vera,22.0,3.0,19.0,77.775,217.6133184107443,357.3999999999999,0.1111111111111111,113.0,27.0,,$xm2 ($k),101.68588987959048,81.1152592360506,84.27308593100233,77.31331967213114,101.03936734720776,68.47929867190508,65.5692153433516,88.30373001776199,56.75903707200107,107.92829489291466,101.29926965723256,78.0678161301882,100.88354082524877,64.57442663260419,74.68291247407245,144.89951768488746,67.49178298254812,142.30807453416148,112.88817397652191,85.71580292796622,61.609661299278,127.16272393201582,217.6133184107443,66.3604366011574,58.96011025587685,201.1354258508199,185.92832995267074,54.54906935020138,65.02118540243544
Avita Living San Jose T. Agave,Otro,2025 - Q3,0,0.0,7.0,16.0,16.0,10858019.0625,66360.4366011574,163.621875,,Avit,16.0,16.0,0.0,10.8580190625,66.3604366011574,163.621875,0.0,7.0,0.0,,Superficie,208.02380952380952,199.36363636363637,104.55304347826086,209.84,126.45166666666667,105.68520000000004,102.06374999999996,108.096,216.39357142857148,252.91666666666666,197.51,130.00972972972968,120.08500000000001,313.15,138.42428571428573,622,131.0288888888889,322,275.15956521739133,142.74358974358975,124.68461538461537,189.30434782608697,357.3999999999999,163.621875,96.14,283.55000000000007,369.75,124.21428571428571,112.23333333333328
Colorado Hills Fase 1,Si Soluciones Inmobiliarias,2025 - Q3,0,0.0,49.0,35.0,1.0,5668425.0,58960.11025587685,96.14,,Colo,35.0,1.0,34.0,5.668425,58.96011025587685,96.14,0.0,49.0,0.0,,Absorción 2025,2.5555555555555554,2.5555555555555554,2.4285714285714284,1.6666666666666667,1.1111111111111112,1,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0
El Valle,Otro,2025 - Q3,0,0.0,33.0,12.0,10.0,57031950.0,201135.4258508199,283.55000000000007,,Vale,12.0,10.0,2.0,57.03195,201.1354258508199,283.55000000000007,0.0,33.0,0.0,,Meses Mercado,9,9,7,46,9,10,9,21,24,6,41,38,58,45,16,46,36,20,17,28,12,37,113,7,49,33,29,33,1
Emma,Otro,2025 - Q3,0,0.0,29.0,16.0,3.0,68747000.0,185928.32995267073,369.75,,Emma,16.0,3.0,13.0,68.747,185.92832995267074,369.75,0.0,29.0,0.0,,Meses de Inv.,16.434782608695652,8.608695652173914,9.470588235294118,15.6,5.3999999999999995,75,51.42857142857143,6.428571428571429,18,36,14.399999999999999,83.25,4.5,9,63,27,81,45,207,351,117,207,27,0,0,0,0,0,0
Sun & Sea condos,Construyendo Alkimia,2025 - Q3,0,0.0,33.0,22.0,14.0,6775773.6857143,54549.06935020138,124.21428571428571,,Suse,22.0,14.0,8.0,6.7757736857143,54.54906935020138,124.21428571428571,0.0,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitai T1,Otro,2025 - Q3,0,0.0,1.0,48.0,48.0,7297544.375,65021.18540243543,112.23333333333328,,Vita,48.0,48.0,0.0,7.297544375,65.02118540243544,112.23333333333328,0.0,1.0,0.0,,ID,Duna,Cany,Rena,Ceni,Nola,Hide,Alan,Walk,Mare,Mura,Weli,Nima,Puma,Cora,Cosu,Nort,Hils,Rese,Lana,OneM,Para,Tuga,Vera,Avit,Colo,Vale,Emma,Suse,Vita
,,,,,,,,,,,,,,,,,,,,,,,Stock Inicial,65,45,40,59,16,85,47,35,50,28,33,93,47,66,26,20,20,16,30,42,14,45,22,16,35,12,16,22,48
,,,,,,,,,,,,,,,,,,,,,,,Inventario,42,22,23,26,6,75,40,5,14,24,8,37,2,2,14,6,9,5,23,39,13,23,3,16,1,10,3,14,48
,,,,,,,,,,,,,,,,,,,,,,,Ventas ,23,23,17,33,10,10,7,30,36,4,25,56,45,64,12,14,11,11,7,3,1,22,19,0,34,2,13,8,0
,,,,,,,,,,,,,,,,,,,,,,,Ticket ($M),21.153086187571,16.17143304587809,8.811007617391299,16.223427,12.7765964,7.237248376000026,6.6922400025,9.54528,12.282290742857,27.296864583333,20.00761875,10.149575675676,12.1146,20.2214817,10.337928814285998,90.1275,8.8433733333333,45.8232,31.062260869564998,12.235381407692,7.6817769230768995,24.072456521739,77.775,10.8580190625,5.668425,57.03195,68.747,6.7757736857143,7.297544375
,,,,,,,,,,,,,,,,,,,,,,,$xm2 ($k),101.68588987959048,81.1152592360506,84.27308593100233,77.31331967213114,101.03936734720776,68.47929867190508,65.5692153433516,88.30373001776199,56.75903707200107,107.92829489291466,101.29926965723256,78.0678161301882,100.88354082524877,64.57442663260419,74.68291247407245,144.89951768488746,67.49178298254812,142.30807453416148,112.88817397652191,85.71580292796622,61.609661299278,127.16272393201582,217.6133184107443,66.3604366011574,58.96011025587685,201.1354258508199,185.92832995267074,54.54906935020138,65.02118540243544
,,,No modificar filtros,,,,,,,,,,,,,,,,,,,,Superficie,208.02380952380952,199.36363636363637,104.55304347826086,209.84,126.45166666666667,105.68520000000004,102.06374999999996,108.096,216.39357142857148,252.91666666666666,197.51,130.00972972972968,120.08500000000001,313.15,138.42428571428573,622,131.0288888888889,322,275.15956521739133,142.74358974358975,124.68461538461537,189.30434782608697,357.3999999999999,163.621875,96.14,283.55000000000007,369.75,124.21428571428571,112.23333333333328
,,,,,,,,,,,,,,,,,,,,,,,Absorción,2.5555555555555554,2.5555555555555554,2.4285714285714284,1.6666666666666667,1.1111111111111112,1,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,Meses Mercado,9,9,7,46,9,10,9,21,24,6,41,38,58,45,16,46,36,20,17,28,12,37,113,7,49,33,29,33,1
,,,,,,,,,,,,,,,,,,,,,,,Meses de Inv.,16.434782608695652,8.608695652173914,9.470588235294118,15.6,5.3999999999999995,75,51.42857142857143,6.428571428571429,18,36,14.399999999999999,83.25,4.5,9,63,27,81,45,207,351,117,207,27,0,0,0,0,0,0
